Library,Issue link,id,Buggy API,Bug Type,Release,Created Time,Agreement(round 2),Description,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v52p-hfjf-wg88,1,tf.raw_ops.SpaceToBatchND,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-97wf-p777-86jq,1,tf.split,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-j8qh-3xrq-c825,1,tf.one_hot,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9xh4-23q4-v6wr,1,tf.raw_ops.FusedBatchNorm,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xvjm-fvxx-q3hv,1,tf.raw_ops.SparseSplit,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c45w-2wxr-pp53,1,tf.raw_ops.Dequantize,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vq2r-5xvm-3hc3,1,tf.raw_ops.CTCBeamSearchDecoder,segfault,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6f89-8j54-29xf,1,tf.raw_ops.FractionalAvgPoolGrad,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x8h6-xgqx-jqgp,1,tf.raw_ops.FractionalMaxPoolGrad,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v6r6-84gr-92rm,1,tf.raw_ops.AvgPool3DGrad,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7cqx-92hp-x6wh,1,tf.raw_ops.MaxPool3DGradGrad,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-828x-qc2p-wprq,1,tf.raw_ops.MaxPool3DGradGrad,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9vpm-rcf4-9wqw,1,tf.raw_ops.MaxPoolGradWithArgmax,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6qgm-fv6v-rfpv,1,tf.raw_ops.ReverseSequence,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5gqf-456p-4836,1,tf.raw_ops.SdcaOptimizer,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-whr9-vfh2-7hm6,1,tf.raw_ops.DrawBoundingBoxesV2,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3h8m-483j-7xxm,1,tf.raw_ops.RequantizationRange,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-545v-42p7-98fq,1,tf.raw_ops.MaxPoolGradWithArgmax,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wp3c-xw9g-gpcg,1,tf.raw_ops.SparseDenseCwiseMul,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4p4p-www8-8fv9,1,tf.raw_ops.ParameterizedTruncatedNormal,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r6pg-pjwc-j585,1,tf.raw_ops.SparseFillEmptyRows,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-75f6-78jr-4656,1,tf.raw_ops.EditDistance,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-ph87-fvjr-v33w,1,tf.raw_ops.RFFT,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-36vm-xw34-x4pj,1,tf.raw_ops.IRFFT,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gvm4-h8j3-rjrq,1,tf.raw_ops.LoadAndRemapMatrix,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-59q2-x2qc-4c97,1,tf.raw_ops.UnicodeEncode,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mqh2-9wrp-vx84,1,tf.raw_ops.SparseSplit,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fxqh-cfjm-fp93,1,tf.raw_ops.Reverse,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xw93-v57j-fcgh,1,tf.raw_ops.SparseMatMul,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r35g-4525-29fq,1,tf.raw_ops.FusedBatchNorm,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qg48-85hg-mqc5,1,tf.raw_ops.DenseCountSparseOutput,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jhq9-wm9m-cf89,1,tf.raw_ops.UnsortedSegmentJoin,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h9px-9vqg-222h,1,tf.raw_ops.QuantizeAndDequantizeV3,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vqw6-72r7-fgw7,1,tf.raw_ops.MatrixTriangularSolve,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f78g-q7r4-9wcv,1,tf.raw_ops.FractionalAvgPool,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x83m-p7pv-ch8v,1,tf.raw_ops.QuantizedAdd,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-p45v-v4pw-77jr,1,tf.raw_ops.QuantizedBatchNormWithGlobalNormalization,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m34j-p8rj-wjxq,1,tf.raw_ops.QuantizedBiasAdd,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fphq-gw9m-ghrv,1,tf.raw_ops.CTCGreedyDecoder,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6g85-3hm8-83f9,1,tf.raw_ops.QuantizeAndDequantizeV4Grad,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xgc3-m89p-vr3x,1,tf.raw_ops.Conv2DBackpropFilter,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2gfx-95x2-5v3x,1,tf.raw_ops.QuantizedReshape,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8c89-2vwr-chcq,1,tf.raw_ops.QuantizedResizeBilinear,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6j9c-grc6-5m6g,1,tf.raw_ops.SparseConcat,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m3f9-w3p3-p669,1,tf.raw_ops.QuantizedMul,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-393f-2jr3-cp69,1,tf.raw_ops.DrawBoundingBoxes,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-j47f-4232-hvv8,1,tf.raw_ops.RaggedCross,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3qxp-qjq7-w4hf,1,tf.raw_ops.EncodePng,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xcwj-wfcm-m23c,1,tf.raw_ops.SparseMatrixSparseCholesky,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6f84-42vf-ppwp,1,tf.raw_ops.QuantizedMul,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x4g7-fvjj-prg8,1,tf.raw_ops.QuantizedConv2D,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4vf2-4xcg-65cx,1,tf.raw_ops.Conv2D,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xm2v-8rrw-w9pm,1,tf.raw_ops.Conv2DBackpropInput,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r4pj-74mg-8868,1,tf.raw_ops.Conv2DBackpropFilter,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2cpx-427x-q2c6,1,tf.raw_ops.AddManySparseToTensorsMap,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c968-pq7h-7fxv,1,tf.raw_ops.Conv3DBackpropFilterV2,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wcv5-qrj6-9pfm,1,tf.raw_ops.Conv3DBackpropInputV2,heap buffer overflow,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hr84-fqvp-48mm,1,tf.raw_ops.SparseCountSparseOutput,segfault,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-772j-h9xw-ffp5,1,tf.raw_ops.SparseCross,check failure,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-62gx-355r-9fhg,1,tf.raw_ops.GetSessionTensor,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-772p-x54p-hjrv,1,tf.raw_ops.Conv3D,division by zero,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hc6c-75p4-hmq4,1,tf.raw_ops.MatrixDiagV2,nullptr dereference,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8h46-5m9h-7553,1,tf.raw_ops.RaggedBincount,out of bound read,2.4.0,,,,
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-g4h2-gqm3-c9wq,1,tf.raw_ops.ImmutableConst,segfault,2.4.0,,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/46648,1,tf.repeat,OOM Error,2.9.0,2021-01-25T03:32:01Z,,Shangen,Wenhao
tensorflow,https://github.com/tensorflow/tensorflow/issues/46475,1,tensorflow.keras.layers.Conv2D,Memory leak,2.4.0,2021-01-16T04:08:45Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/55217,1,tf.experimental.numpy.stack,out of bound read,"2.11, 2.7.0",2022-03-13T22:14:42Z,0,Expect it to throw an error,
tensorflow,https://github.com/tensorflow/tensorflow/issues/42616,1,tf.distribute.experimental.MultiWorkerMirroredStrategy,Memory leak,2.3.0,2020-08-24T08:27:07Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/46995,1,tf.nn.weighted_moments,inconsistent result,2.6.0,2021-02-08T03:39:47Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/48624,1,tf.ragged.stack,InvalidArgumentError,2.6.0,2021-04-19T23:54:04Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/44670,1,tf.keras.models.load,State not preserve,2.3.0,2020-11-07T07:15:55Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/47022,1,tf.strings.split,inconsistent result,2.9.0,2021-02-09T02:37:47Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/42119,1,tf.keras.Model.train_step,OperatorNotAllowedInGraphError,2.10.0,2020-08-07T08:13:38Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/48195,1,tf.keras.layers.LSTM,ValueError,2.4.0,2021-03-30T17:36:52Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/45756,1,tf.linalg.svd,inconsistent result,2.9.0,2020-12-16T21:11:00Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/48773,1,tf.raw_ops.AvgPoolGrad,inconsistent result,2.6.0,2021-04-27T07:58:44Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/39268,1,tf.distribute.MirroredStrategy,inconsistent result,2.2.0,2020-05-07T15:00:49Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/51344,1,tf.compat.v1.Session.run,memory error,2.9.0,2021-08-06T03:44:10Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/51677,1,tf.py_function,TypeError,2.10.0,2021-08-25T15:56:10Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/44046,1,tf.data.Dataset.window,TypeError,2.4.0,2020-10-15T12:11:55Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/48880,1,tf.keras.layers.Bidirectional,InternalError,2.11.0,2021-05-03T06:16:57Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/55373,1,tf.convert_to_tensor,fail,2.8.0,2022-03-25T12:54:23Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/44073,1,tf.TensorArray,inconsistent result,2.11.0,2020-10-16T04:52:03Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/41218,1,tf.keras.Model.fit,inconsistent result,2.11.0,2020-07-09T00:08:50Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/41594,1,tf.GradientTape.gradient,inconsistent result,2.11.0,2020-07-21T14:12:36Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/53533,1,tf.nn.conv1d,inconsistent result,2.7.0,2021-12-23T13:10:33Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/42694,1,tf.math.reduce_variance,Translataion bug,2.11.0,2020-08-27T01:55:33Z,,Wenhaho,
tensorflow,https://github.com/tensorflow/tensorflow/issues/53615,1,tf.linalg.eigvalsh,resource consumption,2.9.0,2022-01-03T15:35:17Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/38658,1,tf.clip_by_value,inconsistent result,2.9.0,2020-04-17T22:16:36Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/38409,1,tf.data.Dataset.from_tensor_slices,inconsistent result,2.9.0,2020-04-09T23:28:27Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/56499,1,tf.math.bincount,inconsistent result,2.9.0,2022-06-17T22:21:23Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/56563,1,tf.reduce_mean,inconsistent result,2.9.0,2022-06-24T11:24:52Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/42680,1,tf.keras.models.Model,inconsistent result,2.11.0,2020-08-26T14:09:31Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/40727,1,tf.nn.ctc_beam_search_decoder,inconsistent result,2.4.0,2020-06-23T20:25:10Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/51803,1,tf.keras.layers.Conv3D,check failure,2.6.0,2021-09-02T16:50:17Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/43969,1,tf.data.Dataset.map,Memory leak,2.3.0,2020-10-13T05:22:47Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/39820,1,tf.queue.FIFOQueue,NotFoundError ,2.9.0,2020-05-23T17:58:31Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/55334,1,tf.image.resize,runtime error,2.8.0,2022-03-22T18:04:25Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/56184,1,tensorflow.experimental.dtensor.relayout,segfault,2.9.0,2022-05-20T16:24:54Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/52223,1,tf.compat.v1.nn.convolution,check failure,2.6.0,2021-10-01T21:18:11Z,,Nima,
tensorflow,https://github.com/tensorflow/tensorflow/issues/36128,1,tensorflow.summary.histogram,inconsistent result,2.0.0,2020-01-22T12:05:44Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/52907,1,tf.math.unsorted_segment_sum,ValueError,2.6.0,2021-11-02T06:32:52Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/42424,1,tf.stack,inconsistent result,2.11.0,2020-08-17T05:23:13Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/38762,1,tf.data.Dataset,UnavailableError,2.9.0,2020-04-21T18:42:26Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/55889,1,tf.data.Dataset.from_generator,fail,2.8.0,2022-05-04T03:36:17Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/37010,1,tf.math.top_k,inconsistent result,2.11.0,2020-02-24T08:02:58Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/43839,1,tensorflow.python.framework.convert_to_constants,Unexpected output shape,2.6.0,2020-10-07T08:02:02Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/45579,1,tf.nn.avg_pool2d, incosistent results,2.3.0,2020-12-10T15:51:02Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/38539,1,tf.function-decoration/autotracing,ValueError,2.11.0,2020-04-14T14:58:04Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/43783,1,tf.bitwise.bitwise_and,OverflowError,2.9.0,2020-10-05T08:04:44Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/45687,1,tf.keras.layers.experimental.preprocessing.StringLookup, incosistent results,2.3.0,2020-12-15T09:22:02Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/42215,1,tf.compat.v1.raw_ops.ApplyAdam,TypeError,2.11.0,2020-08-11T03:41:09Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/56624,1,tf.data.Dataset.filter,Memory Leak,2.9.1,2022-06-29T13:52:31Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/55243,1,tf.random.poisson,hang,2.9.0,2022-03-15T17:10:52Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/42660,1,tf.experimental.dlpack.from_dlpack,InvalidArgumentError,2.5.0,2020-08-25T15:35:22Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/48773,1,tf.raw_ops.AvgPool3dGrad,inconsistent result,2.6.0,2021-04-27T07:58:44Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/44571,1,tf.io.TFRecordWriter,DataLossError,2.3.1,2020-11-04T02:38:17Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/40263,1,tf.random.learned_unigram_candidate_sampler,inconsistent result,2.11.0,2020-06-08T07:21:45Z,,,
tensorflow,https://github.com/tensorflow/tensorflow/issues/40125,1,tf.random.uniform,inconsistent result,2.11.0,2020-06-03T17:06:26Z,,,